experiment,seed,control,treatment,difference_treatment_minus_control,primary_metric,direction
tadm_sparse,31760,0.7666666666666667,0.8555555555555555,0.0888888888888888,retrieval_accuracy,greater
tadm_sparse,31813,0.7666666666666667,0.8666666666666667,0.09999999999999998,retrieval_accuracy,greater
tadm_sparse,31866,0.8222222222222222,0.8555555555555555,0.033333333333333326,retrieval_accuracy,greater
tadm_sparse,31919,0.7555555555555555,0.9,0.1444444444444445,retrieval_accuracy,greater
tadm_sparse,31972,0.7777777777777778,0.8555555555555555,0.07777777777777772,retrieval_accuracy,greater
tadm_sparse,32025,0.6555555555555556,0.8777777777777778,0.2222222222222222,retrieval_accuracy,greater
tadm_sparse,32078,0.7111111111111111,0.8555555555555555,0.14444444444444438,retrieval_accuracy,greater
tadm_sparse,32131,0.7666666666666667,0.8666666666666667,0.09999999999999998,retrieval_accuracy,greater
tadm_sparse,32184,0.7777777777777778,0.8777777777777778,0.09999999999999998,retrieval_accuracy,greater
tadm_sparse,32237,0.6777777777777778,0.8777777777777778,0.19999999999999996,retrieval_accuracy,greater
tadm_sparse,32290,0.7777777777777778,0.8666666666666667,0.0888888888888889,retrieval_accuracy,greater
tadm_sparse,32343,0.7555555555555555,0.8555555555555555,0.09999999999999998,retrieval_accuracy,greater
tadm_sparse,32396,0.7222222222222222,0.8333333333333334,0.11111111111111116,retrieval_accuracy,greater
tadm_sparse,32449,0.6777777777777778,0.8111111111111111,0.1333333333333333,retrieval_accuracy,greater
tadm_sparse,32502,0.7111111111111111,0.8111111111111111,0.09999999999999998,retrieval_accuracy,greater
tadm_sparse,32555,0.6777777777777778,0.8111111111111111,0.1333333333333333,retrieval_accuracy,greater
tadm_sparse,32608,0.7444444444444445,0.8666666666666667,0.12222222222222223,retrieval_accuracy,greater
tadm_sparse,32661,0.7555555555555555,0.8666666666666667,0.11111111111111116,retrieval_accuracy,greater
tadm_sparse,32714,0.7555555555555555,0.8888888888888888,0.1333333333333333,retrieval_accuracy,greater
tadm_sparse,32767,0.8333333333333334,0.8333333333333334,0.0,retrieval_accuracy,greater
tadm_sparse,32820,0.6888888888888889,0.8444444444444444,0.15555555555555556,retrieval_accuracy,greater
tadm_sparse,32873,0.7555555555555555,0.8111111111111111,0.05555555555555558,retrieval_accuracy,greater
tadm_sparse,32926,0.7666666666666667,0.8333333333333334,0.06666666666666665,retrieval_accuracy,greater
tadm_sparse,32979,0.7666666666666667,0.8777777777777778,0.11111111111111105,retrieval_accuracy,greater
tadm_sparse,33032,0.8,0.8111111111111111,0.011111111111111072,retrieval_accuracy,greater
tadm_sparse,33085,0.7333333333333333,0.9,0.16666666666666674,retrieval_accuracy,greater
tadm_sparse,33138,0.7555555555555555,0.8111111111111111,0.05555555555555558,retrieval_accuracy,greater
emg_multihop,30011,0.5818181818181818,1.0,0.4181818181818182,multihop_accuracy,greater
emg_multihop,30064,0.6363636363636364,1.0,0.36363636363636365,multihop_accuracy,greater
emg_multihop,30117,0.6181818181818182,1.0,0.38181818181818183,multihop_accuracy,greater
emg_multihop,30170,0.6727272727272727,1.0,0.32727272727272727,multihop_accuracy,greater
emg_multihop,30223,0.6545454545454545,1.0,0.34545454545454546,multihop_accuracy,greater
emg_multihop,30276,0.6181818181818182,1.0,0.38181818181818183,multihop_accuracy,greater
emg_multihop,30329,0.6181818181818182,1.0,0.38181818181818183,multihop_accuracy,greater
emg_multihop,30382,0.5818181818181818,1.0,0.4181818181818182,multihop_accuracy,greater
emg_multihop,30435,0.6545454545454545,1.0,0.34545454545454546,multihop_accuracy,greater
emg_multihop,30488,0.6181818181818182,1.0,0.38181818181818183,multihop_accuracy,greater
